CensusPlaceCode,ST,CensusPlaceName,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025
1915324735,,Elkhart city,157,19,153,24735,00000,00000,1,A,887,897,937,1002,1049,1082,1097
1915332160,,Granger city (pt.),157,19,153,32160,00000,00000,1,A,444,451,490,516,532,545,556
1915333060,,Grimes city (pt.),157,19,153,33060,00000,00000,1,A,15479,15681,16064,16333,16468,17179,17362
1915339765,,Johnston city,157,19,153,39765,00000,00000,1,A,23936,23984,24086,24178,24534,24938,25065
1915352950,,Mitchellville city (pt.),157,19,153,52950,00000,00000,1,A,2460,2459,2482,2507,2575,2648,2641
1915357675,,Norwalk city (pt.),157,19,153,57675,00000,00000,1,A,0,0,0,0,0,0,0
1915363525,,Pleasant Hill city,157,19,153,63525,00000,00000,1,A,10151,10150,10688,10873,11101,11082,11239
1915364020,,Polk City city,157,19,153,64020,00000,00000,1,A,5553,5610,5820,6166,6456,6513,6630
1915369240,,Runnells city,157,19,153,69240,00000,00000,1,A,461,460,458,454,457,463,461
1915372345,,Sheldahl city (pt.),157,19,153,72345,00000,00000,1,A,143,143,144,144,146,146,145
1915379950,,Urbandale city (pt.),157,19,153,79950,00000,00000,1,A,33793,33743,33975,34327,34558,35185,35632
1915383910,,West Des Moines city (pt.),157,19,153,83910,00000,00000,1,A,45591,45641,46153,46497,47728,48527,48591
1915386250,,Windsor Heights city,157,19,153,86250,00000,00000,1,A,5253,5235,5184,5103,5080,5095,5059
1915399990,,Balance of Polk County,157,19,153,99990,00000,00000,1,S,27703,27703,27823,27731,27826,28107,28197
1915500000,,Pottawattamie County,050,19,155,00000,00000,00000,0,A,93659,93667,93423,93162,93351,93270,92996
1915503970,,Avoca city,157,19,155,03970,00000,00000,1,A,1686,1689,1685,1677,1684,1684,1661
1915511170,,Carson city,157,19,155,11170,00000,00000,1,A,764,766,763,764,765,769,757
1915511215,,Carter Lake city,157,19,155,11215,00000,00000,1,A,3791,3789,3764,3748,3746,3732,3670
1915516860,,Council Bluffs city,157,19,155,16860,00000,00000,1,A,62790,62792,62594,62395,62538,62484,62680
1915517175,,Crescent city,157,19,155,17175,00000,00000,1,A,627,627,627,624,626,626,615
1915534005,,Hancock city,157,19,155,34005,00000,00000,1,A,200,200,199,200,200,199,195
1915547865,,McClelland city,157,19,155,47865,00000,00000,1,A,145,145,144,143,143,145,143
1915547955,,Macedonia city,157,19,155,47955,00000,00000,1,A,268,268,266,265,266,268,263
1915552590,,Minden city,157,19,155,52590,00000,00000,1,A,599,599,595,589,589,577,567
1915555560,,Neola city,157,19,155,55560,00000,00000,1,A,915,914,913,911,908,914,903
1915558080,,Oakland city,157,19,155,58080,00000,00000,1,A,1522,1521,1512,1516,1522,1519,1489
1915572300,,Shelby city (pt.),157,19,155,72300,00000,00000,1,A,13,13,13,13,13,13,13
1915578825,,Treynor city,157,19,155,78825,00000,00000,1,A,1024,1023,1054,1078,1087,1094,1088
1915579500,,Underwood city,157,19,155,79500,00000,00000,1,A,948,950,952,954,956,965,955
1915582065,,Walnut city,157,19,155,82065,00000,00000,1,A,743,742,736,732,729,727,715
1915599990,,Balance of Pottawattamie County,157,19,155,99990,00000,00000,1,S,17624,17629,17606,17553,17579,17554,17282
1915700000,,Poweshiek County,050,19,157,00000,00000,00000,0,A,18664,18638,18626,18543,18487,18423,18368
1915704555,,Barnes City city (pt.),157,19,157,04555,00000,00000,1,A,16,16,16,16,16,15,15
1915708695,,Brooklyn city,157,19,157,08695,00000,00000,1,A,1502,1501,1494,1477,1480,1476,1467
1915719495,,Deep River city,157,19,157,19495,00000,00000,1,A,249,248,249,246,245,244,245
1915733105,,Grinnell city,157,19,157,33105,00000,00000,1,A,9554,9539,9545,9533,9485,9479,9430
1915733285,,Guernsey city,157,19,157,33285,00000,00000,1,A,62,62,62,61,60,60,61
1915734770,,Hartwick city,157,19,157,34770,00000,00000,1,A,92,92,91,90,92,91,91
1915748540,,Malcom city,157,19,157,48540,00000,00000,1,A,270,269,268,265,263,260,259
1915753490,,Montezuma city,157,19,157,53490,00000,00000,1,A,1447,1446,1447,1443,1435,1418,1417
1915771355,,Searsboro city,157,19,157,71355,00000,00000,1,A,130,130,129,129,129,127,128
1915780805,,Victor city (pt.),157,19,157,80805,00000,00000,1,A,87,87,86,85,85,84,84
1915799990,,Balance of Poweshiek County,157,19,157,99990,00000,00000,1,S,5255,5248,5239,5198,5197,5169,5171
1915900000,,Ringgold County,050,19,159,00000,00000,00000,0,A,4661,4641,4633,4679,4664,4649,4642
1915905095,,Beaconsfield city,157,19,159,05095,00000,00000,1,A,14,14,14,14,14,14,14
1915905905,,Benton city,157,19,159,05905,00000,00000,1,A,41,41,41,41,41,41,40
1915913980,,Clearfield city (pt.),157,19,159,13980,00000,00000,1,A,4,4,4,4,4,4,4
1915921270,,Diagonal city,157,19,159,21270,00000,00000,1,A,339,338,337,341,336,335,333
1915925005,,Ellston city,157,19,159,25005,00000,00000,1,A,21,21,21,21,21,21,21
1915940350,,Kellerton city,157,19,159,40350,00000,00000,1,A,244,243,242,245,243,242,242
1915948675,,Maloy city,157,19,159,48675,00000,00000,1,A,27,27,27,27,27,27,27
1915954480,,Mount Ayr city,157,19,159,54480,00000,00000,1,A,1629,1622,1622,1637,1645,1639,1637
1915966000,,Redding city,157,19,159,66000,00000,00000,1,A,64,64,63,64,64,63,63
1915971940,,Shannon City city (pt.),157,19,159,71940,00000,00000,1,A,7,7,7,7,7,7,7
1915978195,,Tingley city,157,19,159,78195,00000,00000,1,A,138,137,139,140,139,144,146
1915999990,,Balance of Ringgold County,157,19,159,99990,00000,00000,1,S,2133,2123,2116,2138,2123,2112,2108
1916100000,,Sac County,050,19,161,00000,00000,00000,0,A,9814,9791,9766,9675,9696,9614,9525
1916103610,,Auburn city,157,19,161,03610,00000,00000,1,A,262,261,261,257,257,255,252
1916123475,,Early city,157,19,161,23475,00000,00000,1,A,589,588,586,581,580,575,567
1916142690,,Lake View city,157,19,161,42690,00000,00000,1,A,1120,1119,1120,1118,1136,1128,1122
1916147730,,Lytton city (pt.),157,19,161,47730,00000,00000,1,A,242,242,241,239,237,235,233
1916155515,,Nemaha city,157,19,161,55515,00000,00000,1,A,67,67,67,66,66,66,65
1916158575,,Odebolt city,157,19,161,58575,00000,00000,1,A,995,993,991,980,985,975,967
1916169645,,Sac City city,157,19,161,69645,00000,00000,1,A,2062,2057,2050,2024,2023,2011,1993
1916171085,,Schaller city,157,19,161,71085,00000,00000,1,A,729,727,723,717,718,710,701
1916182020,,Wall Lake city,157,19,161,82020,00000,00000,1,A,756,754,753,750,754,745,736
1916199990,,Balance of Sac County,157,19,161,99990,00000,00000,1,F,2992,2983,2974,2943,2940,2914,2889
1916300000,,Scott County,050,19,163,00000,00000,00000,0,A,174667,174599,174265,173859,174185,174840,175259
1916306355,,Bettendorf city,157,19,163,06355,00000,00000,1,A,39094,39120,39331,39549,39842,40132,40710
1916307075,,Blue Grass city (pt.),157,19,163,07075,00000,00000,1,A,1568,1567,1575,1580,1587,1601,1603
1916309235,,Buffalo city,157,19,163,09235,00000,00000,1,A,1174,1171,1166,1159,1158,1156,1146
1916319000,,Davenport city,157,19,163,19000,00000,00000,1,A,101728,101651,101071,100412,100296,100467,100358
1916321540,,Dixon city,157,19,163,21540,00000,00000,1,A,203,203,203,204,203,203,204
1916321720,,Donahue city,157,19,163,21720,00000,00000,1,A,333,332,333,333,335,335,335
1916322980,,Durant city (pt.),157,19,163,22980,00000,00000,1,A,89,89,88,88,87,89,87
1916324600,,Eldridge city,157,19,163,24600,00000,00000,1,A,6717,6722,6745,6752,6835,6927,6954
1916344085,,Le Claire city,157,19,163,44085,00000,00000,1,A,4711,4708,4712,4723,4736,4756,4741
1916346425,,Long Grove city,157,19,163,46425,00000,00000,1,A,838,836,838,839,842,844,844
1916347820,,McCausland city,157,19,163,47820,00000,00000,1,A,311,310,311,311,313,313,310
1916350655,,Maysville city,157,19,163,50655,00000,00000,1,A,155,155,154,153,152,154,156
1916356280,,New Liberty city,157,19,163,56280,00000,00000,1,A,135,135,134,135,135,135,134
1916361365,,Panorama Park city,157,19,163,61365,00000,00000,1,A,143,143,144,143,143,145,144
1916364740,,Princeton city,157,19,163,64740,00000,00000,1,A,925,925,917,913,913,911,909
1916367350,,Riverdale city,157,19,163,67350,00000,00000,1,A,379,378,378,380,379,381,381
1916381705,,Walcott city (pt.),157,19,163,81705,00000,00000,1,A,1546,1545,1539,1536,1538,1538,1530
1916399990,,Balance of Scott County,157,19,163,99990,00000,00000,1,S,14618,14609,14626,14649,14691,14753,14713
1916500000,,Shelby County,050,19,165,00000,00000,00000,0,A,11742,11718,11763,11717,11788,11778,11689
1916519585,,Defiance city,157,19,165,19585,00000,00000,1,A,247,246,246,245,246,244,242
1916523385,,Earling city,157,19,165,23385,00000,00000,1,A,396,394,395,390,393,392,387
1916524780,,Elk Horn city,157,19,165,24780,00000,00000,1,A,600,600,616,625,626,623,619
1916534500,,Harlan city,157,19,165,34500,00000,00000,1,A,4890,4891,4900,4868,4893,4897,4859
1916539000,,Irwin city,157,19,165,39000,00000,00000,1,A,320,319,319,315,317,317,315
1916541520,,Kirkman city,157,19,165,41520,00000,00000,1,A,55,55,55,55,56,56,56
1916561275,,Panama city,157,19,165,61275,00000,00000,1,A,234,233,233,232,233,233,231
1916564200,,Portsmouth city,157,19,165,64200,00000,00000,1,A,188,187,187,188,189,189,186
1916572300,,Shelby city (pt.),157,19,165,72300,00000,00000,1,A,715,712,715,712,717,717,714
1916577430,,Tennant city,157,19,165,77430,00000,00000,1,A,78,78,80,79,82,82,81
1916584540,,Westphalia city,157,19,165,84540,00000,00000,1,A,131,130,131,132,133,133,132
1916599990,,Balance of Shelby County,157,19,165,99990,00000,00000,1,S,3888,3873,3886,3876,3903,3895,3867
1916700000,,Sioux County,050,19,167,00000,00000,00000,0,A,35869,35888,35971,36250,36494,36777,36774
1916701585,,Alton city,157,19,167,01585,00000,00000,1,A,1237,1238,1227,1232,1239,1252,1254
1916707840,,Boyden city,157,19,167,07840,00000,00000,1,A,701,703,693,694,697,698,688
1916712945,,Chatsworth city,157,19,167,12945,00000,00000,1,A,73,73,72,74,73,73,74
1916732475,,Granville city,157,19,167,32475,00000,00000,1,A,311,311,307,307,303,302,299
1916735265,,Hawarden city,157,19,167,35265,00000,00000,1,A,2702,2699,2675,2668,2648,2646,2665
1916737290,,Hospers city,157,19,167,37290,00000,00000,1,A,721,720,713,711,707,706,691
1916737515,,Hull city,157,19,167,37515,00000,00000,1,A,2366,2366,2394,2406,2423,2474,2457
1916738820,,Ireton city,157,19,167,38820,00000,00000,1,A,582,581,575,578,576,572,567
1916750385,,Matlock city,157,19,167,50385,00000,00000,1,A,77,77,76,78,78,78,76
1916750430,,Maurice city,157,19,167,50430,00000,00000,1,A,267,267,266,266,272,271,267
1916759475,,Orange City city,157,19,167,59475,00000,00000,1,A,6271,6275,6386,6432,6524,6552,6468
1916768205,,Rock Valley city,157,19,167,68205,00000,00000,1,A,4063,4069,4074,4076,4057,4045,4188
1916772390,,Sheldon city (pt.),157,19,167,72390,00000,00000,1,A,263,263,261,261,261,263,261
1916773290,,Sioux Center city,157,19,167,73290,00000,00000,1,A,8232,8240,8282,8453,8612,8801,8864
1916799990,,Balance of Sioux County,157,19,167,99990,00000,00000,1,F,8003,8006,7970,8014,8024,8044,7955
1916900000,,Story County,050,19,169,00000,00000,00000,0,A,98541,98658,99675,99857,101021,101418,101291
1916901855,,Ames city,157,19,169,01855,00000,00000,1,A,66437,66497,67021,67256,68136,68381,68220
1916910225,,Cambridge city,157,19,169,10225,00000,00000,1,A,837,836,843,835,836,834,827
1916915195,,Collins city,157,19,169,15195,00000,00000,1,A,497,499,504,499,499,500,497
1916915240,,Colo city,157,19,169,15240,00000,00000,1,A,848,847,850,843,842,843,838
1916930630,,Gilbert city,157,19,169,30630,00000,00000,1,A,1207,1205,1232,1253,1330,1376,1389
1916937920,,Huxley city,157,19,169,37920,00000,00000,1,A,4244,4307,4472,4537,4630,4675,4715
1916940395,,Kelley city,157,19,169,40395,00000,00000,1,A,305,305,314,310,308,308,307
1916947775,,McCallsburg city,157,19,169,47775,00000,00000,1,A,351,350,355,354,354,354,353
1916950520,,Maxwell city,157,19,169,50520,00000,00000,1,A,856,857,862,851,852,851,844
1916955695,,Nevada city,157,19,169,55695,00000,00000,1,A,6920,6915,6985,6924,6967,6988,6974
1916968475,,Roland city,157,19,169,68475,00000,00000,1,A,1361,1359,1368,1353,1355,1354,1344
1916972345,,Sheldahl city (pt.),157,19,169,72345,00000,00000,1,A,134,134,137,137,140,140,139
1916973515,,Slater city (pt.),157,19,169,73515,00000,00000,1,A,1536,1536,1563,1573,1596,1607,1617
1916975675,,Story City city,157,19,169,75675,00000,00000,1,A,3353,3352,3384,3372,3396,3399,3382
1916987555,,Zearing city,157,19,169,87555,00000,00000,1,A,537,536,539,530,505,503,504
1916999990,,Balance of Story County,157,19,169,99990,00000,00000,1,F,9118,9123,9246,9230,9275,9305,9341
1917100000,,Tama County,050,19,171,00000,00000,00000,0,A,17102,17050,16880,16929,16824,16804,16796
1917112990,,Chelsea city,157,19,171,12990,00000,00000,1,A,215,214,212,212,209,208,208
1917114655,,Clutier city,157,19,171,14655,00000,00000,1,A,214,213,211,211,210,210,209
1917123160,,Dysart city,157,19,171,23160,00000,00000,1,A,1281,1277,1265,1271,1271,1271,1268
1917124375,,Elberon city,157,19,171,24375,00000,00000,1,A,182,181,179,180,178,178,178
1917130045,,Garwin city,157,19,171,30045,00000,00000,1,A,484,483,477,475,472,470,469
1917131035,,Gladbrook city,157,19,171,31035,00000,00000,1,A,802,800,791,789,784,781,779
1917144220,,Le Grand city (pt.),157,19,171,44220,00000,00000,1,A,0,0,0,0,0,0,0
1917145255,,Lincoln city,157,19,171,45255,00000,00000,1,A,121,121,119,119,119,120,120
1917153670,,Montour city,157,19,171,53670,00000,00000,1,A,203,202,200,200,199,199,197
1917177115,,Tama city,157,19,171,77115,00000,00000,1,A,3096,3087,3048,3049,3022,3016,3011
1917178510,,Toledo city,157,19,171,78510,00000,00000,1,A,2370,2363,2339,2394,2377,2379,2384
1917178735,,Traer city,157,19,171,78735,00000,00000,1,A,1580,1575,1556,1554,1550,1550,1555
1917181120,,Vining city,157,19,171,81120,00000,00000,1,A,54,54,53,53,53,53,53
1917199990,,Balance of Tama County,157,19,171,99990,00000,00000,1,F,6500,6480,6430,6422,6380,6369,6365
1917300000,,Taylor County,050,19,173,00000,00000,00000,0,A,5893,5862,5868,5864,5925,5843,5835
1917305365,,Bedford city,157,19,173,05365,00000,00000,1,A,1498,1490,1492,1490,1502,1478,1474
1917306985,,Blockton city,157,19,173,06985,00000,00000,1,A,124,123,123,123,124,123,123
1917313980,,Clearfield city (pt.),157,19,173,13980,00000,00000,1,A,274,273,273,272,277,274,274
1917315960,,Conway city,157,19,173,15960,00000,00000,1,A,15,15,15,15,15,15,15
1917332520,,Gravity city,157,19,173,32520,00000,00000,1,A,153,152,152,152,154,149,149
1917344490,,Lenox city (pt.),157,19,173,44490,00000,00000,1,A,1344,1339,1345,1350,1370,1360,1364
1917356370,,New Market city,157,19,173,56370,00000,00000,1,A,386,384,384,382,387,382,381
1917372075,,Sharpsburg city,157,19,173,72075,00000,00000,1,A,73,73,73,73,73,72,72
1917399990,,Balance of Taylor County,157,19,173,99990,00000,00000,1,S,2026,2013,2011,2007,2023,1990,1983
1917500000,,Union County,050,19,175,00000,00000,00000,0,A,12142,12130,12049,11898,11883,11924,11829
1917500595,,Afton city,157,19,175,00595,00000,00000,1,A,867,866,866,859,862,865,859
1917502800,,Arispe city,157,19,175,02800,00000,00000,1,A,96,96,95,94,94,94,94
1917517265,,Creston city,157,19,175,17265,00000,00000,1,A,7540,7531,7475,7377,7369,7398,7335
1917517490,,Cromwell city,157,19,175,17490,00000,00000,1,A,105,105,104,103,103,103,103
1917546515,,Lorimor city,157,19,175,46515,00000,00000,1,A,386,386,383,379,376,378,375
1917571940,,Shannon City city (pt.),157,19,175,71940,00000,00000,1,A,66,66,66,65,65,65,64
1917577565,,Thayer city,157,19,175,77565,00000,00000,1,A,50,50,50,49,49,49,49
1917599990,,Balance of Union County,157,19,175,99990,00000,00000,1,S,3032,3030,3010,2972,2965,2972,2950
1917700000,,Van Buren County,050,19,177,00000,00000,00000,0,A,7206,7221,7259,7253,7250,7187,7131
1917706625,,Birmingham city,157,19,177,06625,00000,00000,1,A,371,372,374,373,373,370,368
1917707345,,Bonaparte city,157,19,177,07345,00000,00000,1,A,359,360,362,361,360,357,354
1917710450,,Cantril city,157,19,177,10450,00000,00000,1,A,223,223,225,224,224,223,221
1917726895,,Farmington city,157,19,177,26895,00000,00000,1,A,584,585,588,586,586,579,575
1917740935,,Keosauqua city,157,19,177,40935,00000,00000,1,A,934,936,942,945,945,940,938
1917752500,,Milton city,157,19,177,52500,00000,00000,1,A,391,392,394,394,396,390,387
1917775405,,Stockport city,157,19,177,75405,00000,00000,1,A,272,273,274,274,274,271,267
1917799990,,Balance of Van Buren County,157,19,177,99990,00000,00000,1,S,4072,4080,4100,4096,4092,4057,4021
1917900000,,Wapello County,050,19,179,00000,00000,00000,0,A,35442,35334,35308,35082,35379,35429,35210
1917900640,,Agency city,157,19,179,00640,00000,00000,1,A,617,615,618,614,619,617,612
1917906850,,Blakesburg city,157,19,179,06850,00000,00000,1,A,268,267,267,265,265,265,263
1917913215,,Chillicothe city,157,19,179,13215,00000,00000,1,A,76,76,76,77,78,76,75
1917923970,,Eddyville city (pt.),157,19,179,23970,00000,00000,1,A,732,730,729,722,727,727,724
1917924420,,Eldon city,157,19,179,24420,00000,00000,1,A,788,785,784,777,781,783,776
1917941565,,Kirkville city,157,19,179,41565,00000,00000,1,A,156,155,158,156,160,160,159
1917960465,,Ottumwa city,157,19,179,60465,00000,00000,1,A,25548,25462,25407,25218,25412,25469,25319
1917999990,,Balance of Wapello County,157,19,179,99990,00000,00000,1,F,7257,7244,7269,7253,7337,7332,7282
1918100000,,Warren County,050,19,181,00000,00000,00000,0,A,52401,52597,53515,54357,55355,56496,57331
1918100235,,Ackworth city,157,19,181,00235,00000,00000,1,A,117,117,120,119,119,121,121
1918106490,,Bevington city (pt.),157,19,181,06490,00000,00000,1,A,3,3,3,3,3,3,3
1918110765,,Carlisle city (pt.),157,19,181,10765,00000,00000,1,A,4105,4118,4169,4276,4359,4434,4463
1918117850,,Cumming city,157,19,181,17850,00000,00000,1,A,433,436,460,494,514,543,560
1918121000,,Des Moines city (pt.),157,19,181,21000,00000,00000,1,A,197,197,197,199,199,204,204
1918134680,,Hartford city,157,19,181,34680,00000,00000,1,A,732,733,734,735,740,747,747
1918138280,,Indianola city,157,19,181,38280,00000,00000,1,A,15834,15882,16039,16220,16382,16814,16829
1918142285,,Lacona city,157,19,181,42285,00000,00000,1,A,344,345,344,341,341,345,344
1918149890,,Martensdale city,157,19,181,49890,00000,00000,1,A,425,428,425,424,424,429,426
1918152455,,Milo city,157,19,181,52455,00000,00000,1,A,776,777,776,776,774,787,784
1918156595,,New Virginia city,157,19,181,56595,00000,00000,1,A,499,500,503,500,503,509,507
1918157675,,Norwalk city (pt.),157,19,181,57675,00000,00000,1,A,12797,12861,13338,13738,14194,14332,15004
1918170095,,St. Marys city,157,19,181,70095,00000,00000,1,A,118,118,118,118,118,122,124
1918170590,,Sandyville city,157,19,181,70590,00000,00000,1,A,58,58,58,60,60,61,61
1918174685,,Spring Hill city,157,19,181,74685,00000,00000,1,A,66,66,68,68,68,71,71
1918183910,,West Des Moines city (pt.),157,19,181,83910,00000,00000,1,A,224,224,230,235,242,248,250
1918199990,,Balance of Warren County,157,19,181,99990,00000,00000,1,F,15673,15734,15933,16051,16315,16726,16833
1918300000,,Washington County,050,19,183,00000,00000,00000,0,A,22561,22536,22523,22539,22566,22602,22667
1918300730,,Ainsworth city,157,19,183,00730,00000,00000,1,A,510,509,510,510,513,511,512
1918308470,,Brighton city,157,19,183,08470,00000,00000,1,A,600,599,595,591,587,588,589
1918316140,,Coppock city (pt.),157,19,183,16140,00000,00000,1,A,21,21,21,21,21,21,21
1918317130,,Crawfordsville city,157,19,183,17130,00000,00000,1,A,278,277,278,279,278,278,278
1918340170,,Kalona city,157,19,183,40170,00000,00000,1,A,2639,2642,2674,2709,2741,2764,2811
1918340980,,Keota city (pt.),157,19,183,40980,00000,00000,1,A,0,0,0,0,0,0,0
1918367440,,Riverside city,157,19,183,67440,00000,00000,1,A,1071,1068,1064,1057,1054,1075,1086
1918382335,,Washington city,157,19,183,82335,00000,00000,1,A,7362,7348,7306,7286,7267,7251,7261
1918383280,,Wellman city,157,19,183,83280,00000,00000,1,A,1522,1521,1521,1527,1529,1541,1539
1918383775,,West Chester city,157,19,183,83775,00000,00000,1,A,145,145,146,145,147,147,147
1918399990,,Balance of Washington County,157,19,183,99990,00000,00000,1,F,8413,8406,8408,8414,8429,8426,8423
1918500000,,Wayne County,050,19,185,00000,00000,00000,0,A,6498,6507,6525,6473,6547,6634,6738
1918501270,,Allerton city,157,19,185,01270,00000,00000,1,A,428,429,430,425,430,435,429
1918514475,,Clio city,157,19,185,14475,00000,00000,1,A,66,66,66,66,66,67,67
1918516635,,Corydon city,157,19,185,16635,00000,00000,1,A,1522,1524,1527,1511,1532,1560,1711
1918537605,,Humeston city,157,19,185,37605,00000,00000,1,A,465,466,467,464,469,475,471
1918545435,,Lineville city,157,19,185,45435,00000,00000,1,A,191,191,192,190,193,193,192
1918552275,,Millerton city,157,19,185,52275,00000,00000,1,A,38,38,38,38,38,39,38
1918564875,,Promise City city,157,19,185,64875,00000,00000,1,A,89,89,89,89,90,91,90
1918571760,,Seymour city,157,19,185,71760,00000,00000,1,A,635,636,638,633,640,646,641
1918599990,,Balance of Wayne County,157,19,185,99990,00000,00000,1,F,3064,3068,3078,3057,3089,3128,3099
1918700000,,Webster County,050,19,187,00000,00000,00000,0,A,37002,36997,37181,36693,36666,36799,36838
1918704195,,Badger city,157,19,187,04195,00000,00000,1,A,527,527,542,538,537,540,540
1918704645,,Barnum city,157,19,187,04645,00000,00000,1,A,176,176,176,173,179,187,194
1918709955,,Callender city,157,19,187,09955,00000,00000,1,A,372,372,371,364,361,362,360
1918713485,,Clare city,157,19,187,13485,00000,00000,1,A,135,135,135,133,132,132,134
1918719180,,Dayton city,157,19,187,19180,00000,00000,1,A,775,777,773,763,767,759,758
1918722755,,Duncombe city,157,19,187,22755,00000,00000,1,A,377,377,376,371,370,371,369
1918726940,,Farnhamville city (pt.),157,19,187,26940,00000,00000,1,A,0,0,0,0,0,0,0
1918728515,,Fort Dodge city,157,19,187,28515,00000,00000,1,A,24896,24891,25061,24714,24724,24836,24837
1918731710,,Gowrie city,157,19,187,31710,00000,00000,1,A,954,954,952,943,939,935,943
1918734410,,Harcourt city,157,19,187,34410,00000,00000,1,A,265,265,264,261,257,257,257
1918744265,,Lehigh city,157,19,187,44265,00000,00000,1,A,399,399,398,394,394,394,396
1918753895,,Moorland city,157,19,187,53895,00000,00000,1,A,175,175,179,176,173,173,173
1918760105,,Otho city,157,19,187,60105,00000,00000,1,A,429,429,428,422,419,418,420
1918775810,,Stratford city (pt.),157,19,187,75810,00000,00000,1,A,24,24,24,24,24,23,24
1918781075,,Vincent city,157,19,187,81075,00000,00000,1,A,130,130,130,128,127,125,126
1918799990,,Balance of Webster County,157,19,187,99990,00000,00000,1,S,7368,7366,7372,7289,7263,7287,7307
1918900000,,Winnebago County,050,19,189,00000,00000,00000,0,A,10674,10653,10651,10659,10539,10351,10251
1918909280,,Buffalo Center city,157,19,189,09280,00000,00000,1,A,860,858,857,857,851,835,829
1918928380,,Forest City city (pt.),157,19,189,28380,00000,00000,1,A,3923,3914,3913,3937,3896,3826,3788
1918942555,,Lake Mills city,157,19,189,42555,00000,00000,1,A,2146,2142,2141,2138,2108,2073,2050
1918944355,,Leland city,157,19,189,44355,00000,00000,1,A,246,246,246,245,240,236,236
1918965415,,Rake city,157,19,189,65415,00000,00000,1,A,186,186,186,184,181,178,177
1918971040,,Scarville city,157,19,189,71040,00000,00000,1,A,78,78,78,78,77,75,73
1918977745,,Thompson city,157,19,189,77745,00000,00000,1,A,495,494,494,491,486,476,471
1918999990,,Balance of Winnebago County,157,19,189,99990,00000,00000,1,F,2740,2735,2736,2729,2700,2652,2627
1919100000,,Winneshiek County,050,19,191,00000,00000,00000,0,A,20065,20046,19943,19907,19703,19673,19733
1919110045,,Calmar city,157,19,191,10045,00000,00000,1,A,1130,1130,1118,1106,1098,1098,1098
1919111485,,Castalia city,157,19,191,11485,00000,00000,1,A,145,145,143,142,141,141,142
1919119405,,Decorah city,157,19,191,19405,00000,00000,1,A,7588,7582,7606,7620,7451,7390,7417
1919128425,,Fort Atkinson city,157,19,191,28425,00000,00000,1,A,309,308,305,302,299,299,301
1919139135,,Jackson Junction city,157,19,191,39135,00000,00000,1,A,37,37,37,40,40,40,39
1919159970,,Ossian city,157,19,191,59970,00000,00000,1,A,802,801,791,785,782,778,775
1919167035,,Ridgeway city,157,19,191,67035,00000,00000,1,A,276,275,272,269,266,265,267
1919174370,,Spillville city,157,19,191,74370,00000,00000,1,A,385,384,379,376,371,371,369
1919199990,,Balance of Winneshiek County,157,19,191,99990,00000,00000,1,S,9393,9384,9292,9267,9255,9291,9325
1919300000,,Woodbury County,050,19,193,00000,00000,00000,0,A,105981,105949,105795,105712,106522,106742,106649
1919302350,,Anthon city,157,19,193,02350,00000,00000,1,A,542,541,534,531,533,533,533
1919308650,,Bronson city,157,19,193,08650,00000,00000,1,A,298,297,296,295,293,293,295
1919316545,,Correctionville city,157,19,193,16545,00000,00000,1,A,765,763,754,750,755,759,756
1919317940,,Cushing city,157,19,193,17940,00000,00000,1,A,232,232,228,227,226,226,225
1919318390,,Danbury city,157,19,193,18390,00000,00000,1,A,318,317,313,310,311,311,308
1919337200,,Hornick city,157,19,193,37200,00000,00000,1,A,258,258,254,253,254,254,253
1919343905,,Lawton city,157,19,193,43905,00000,00000,1,A,947,945,935,933,943,948,947
1919354930,,Moville city,157,19,193,54930,00000,00000,1,A,1688,1691,1669,1668,1697,1700,1708
1919360240,,Oto city,157,19,193,60240,00000,00000,1,A,72,72,71,71,71,71,71
1919362760,,Pierson city,157,19,193,62760,00000,00000,1,A,336,335,331,327,328,328,327
1919370320,,Salix city,157,19,193,70320,00000,00000,1,A,301,300,298,299,298,302,305
1919371625,,Sergeant Bluff city,157,19,193,71625,00000,00000,1,A,5012,5009,5003,5249,5304,5317,5324
1919373335,,Sioux City city (pt.),157,19,193,73335,00000,00000,1,A,85905,85891,85904,85597,86255,86442,86354
1919373605,,Sloan city,157,19,193,73605,00000,00000,1,A,1046,1048,1043,1055,1072,1072,1078
1919373650,,Smithland city,157,19,193,73650,00000,00000,1,A,186,186,183,184,185,185,184
1919399990,,Balance of Woodbury County,157,19,193,99990,00000,00000,1,S,8075,8064,7979,7963,7997,8001,7981
1919500000,,Worth County,050,19,195,00000,00000,00000,0,A,7446,7437,7385,7330,7330,7300,7338
1919527390,,Fertile city,157,19,195,27390,00000,00000,1,A,306,305,304,299,300,299,301
1919531890,,Grafton city,157,19,195,31890,00000,00000,1,A,216,216,214,211,211,211,212
1919534185,,Hanlontown city,157,19,195,34185,00000,00000,1,A,207,207,206,204,202,201,203
1919539855,,Joice city,157,19,195,39855,00000,00000,1,A,211,211,209,208,208,205,207
1919540665,,Kensett city,157,19,195,40665,00000,00000,1,A,259,259,257,257,257,257,258
